sample_id,text,morse,clean_file,noisy_file,audio_file,message_id,wpm,snr_requested_db,snr_actual_db,tone_hz,sample_rate,rise_fall_ms,noise_type,seed_base,seed_message,seed_wpm,seed_snr
msg001_wpm20_snr+05db,CQ DX CQ DX DE VA3FMU K,-.-. --.- / -.. -..- / -.-. --.- / -.. -..- / -.. . / ...- .- ...-- ..-. -- ..- / -.-,msg001_wpm20_clean.npy,msg001_wpm20_snr+05db_tone700.npy,msg001_wpm20_snr+05db_tone700.wav,1,20,5,4.9712424,700,8000,5.0,AWGN,42,1,3,4
msg001_wpm20_snr+00db,CQ DX CQ DX DE VA3FMU K,-.-. --.- / -.. -..- / -.-. --.- / -.. -..- / -.. . / ...- .- ...-- ..-. -- ..- / -.-,msg001_wpm20_clean.npy,msg001_wpm20_snr+00db_tone700.npy,msg001_wpm20_snr+00db_tone700.wav,1,20,0,0.04591474,700,8000,5.0,AWGN,42,1,3,5
msg001_wpm20_snr-05db,CQ DX CQ DX DE VA3FMU K,-.-. --.- / -.. -..- / -.-. --.- / -.. -..- / -.. . / ...- .- ...-- ..-. -- ..- / -.-,msg001_wpm20_clean.npy,msg001_wpm20_snr-05db_tone700.npy,msg001_wpm20_snr-05db_tone700.wav,1,20,-5,-5.004365,700,8000,5.0,AWGN,42,1,3,6
msg001_wpm20_snr-10db,CQ DX CQ DX DE VA3FMU K,-.-. --.- / -.. -..- / -.-. --.- / -.. -..- / -.. . / ...- .- ...-- ..-. -- ..- / -.-,msg001_wpm20_clean.npy,msg001_wpm20_snr-10db_tone700.npy,msg001_wpm20_snr-10db_tone700.wav,1,20,-10,-9.989062,700,8000,5.0,AWGN,42,1,3,7
msg001_wpm25_snr+40db,CQ DX CQ DX DE VA3FMU K,-.-. --.- / -.. -..- / -.-. --.- / -.. -..- / -.. . / ...- .- ...-- ..-. -- ..- / -.-,msg001_wpm25_clean.npy,msg001_wpm25_snr+40db_tone700.npy,msg001_wpm25_snr+40db_tone700.wav,1,25,40,39.990944,700,8000,5.0,AWGN,42,1,4,0
msg001_wpm25_snr+30db,CQ DX CQ DX DE VA3FMU K,-.-. --.- / -.. -..- / -.-. --.- / -.. -..- / -.. . / ...- .- ...-- ..-. -- ..- / -.-,msg001_wpm25_clean.npy,msg001_wpm25_snr+30db_tone700.npy,msg001_wpm25_snr+30db_tone700.wav,1,25,30,29.985235,700,8000,5.0,AWGN,42,1,4,1
msg001_wpm25_snr+20db,CQ DX CQ DX DE VA3FMU K,-.-. --.- / -.. -..- / -.-. --.- / -.. -..- / -.. . / ...- .- ...-- ..-. -- ..- / -.-,msg001_wpm25_clean.npy,msg001_wpm25_snr+20db_tone700.npy,msg001_wpm25_snr+20db_tone700.wav,1,25,20,19.997074,700,8000,5.0,AWGN,42,1,4,2
msg001_wpm25_snr+10db,CQ DX CQ DX DE VA3FMU K,-.-. --.- / -.. -..- / -.-. --.- / -.. -..- / -.. . / ...- .- ...-- ..-. -- ..- / -.-,msg001_wpm25_clean.npy,msg001_wpm25_snr+10db_tone700.npy,msg001_wpm25_snr+10db_tone700.wav,1,25,10,9.991179,700,8000,5.0,AWGN,42,1,4,3
msg001_wpm25_snr+05db,CQ DX CQ DX DE VA3FMU K,-.-. --.- / -.. -..- / -.-. --.- / -.. -..- / -.. . / ...- .- ...-- ..-. -- ..- / -.-,msg001_wpm25_clean.npy,msg001_wpm25_snr+05db_tone700.npy,msg001_wpm25_snr+05db_tone700.wav,1,25,5,5.0452275,700,8000,5.0,AWGN,42,1,4,4
msg001_wpm25_snr+00db,CQ DX CQ DX DE VA3FMU K,-.-. --.- / -.. -..- / -.-. --.- / -.. -..- / -.. . / ...- .- ...-- ..-. -- ..- / -.-,msg001_wpm25_clean.npy,msg001_wpm25_snr+00db_tone700.npy,msg001_wpm25_snr+00db_tone700.wav,1,25,0,0.024329253,700,8000,5.0,AWGN,42,1,4,5
msg001_wpm25_snr-05db,CQ DX CQ DX DE VA3FMU K,-.-. --.- / -.. -..- / -.-. --.- / -.. -..- / -.. . / ...- .- ...-- ..-. -- ..- / -.-,msg001_wpm25_clean.npy,msg001_wpm25_snr-05db_tone700.npy,msg001_wpm25_snr-05db_tone700.wav,1,25,-5,-5.0076385,700,8000,5.0,AWGN,42,1,4,6
msg001_wpm25_snr-10db,CQ DX CQ DX DE VA3FMU K,-.-. --.- / -.. -..- / -.-. --.- / -.. -..- / -.. . / ...- .- ...-- ..-. -- ..- / -.-,msg001_wpm25_clean.npy,msg001_wpm25_snr-10db_tone700.npy,msg001_wpm25_snr-10db_tone700.wav,1,25,-10,-9.940416,700,8000,5.0,AWGN,42,1,4,7
msg001_wpm30_snr+40db,CQ DX CQ DX DE VA3FMU K,-.-. --.- / -.. -..- / -.-. --.- / -.. -..- / -.. . / ...- .- ...-- ..-. -- ..- / -.-,msg001_wpm30_clean.npy,msg001_wpm30_snr+40db_tone700.npy,msg001_wpm30_snr+40db_tone700.wav,1,30,40,40.05768,700,8000,5.0,AWGN,42,1,5,0
msg001_wpm30_snr+30db,CQ DX CQ DX DE VA3FMU K,-.-. --.- / -.. -..- / -.-. --.- / -.. -..- / -.. . / ...- .- ...-- ..-. -- ..- / -.-,msg001_wpm30_clean.npy,msg001_wpm30_snr+30db_tone700.npy,msg001_wpm30_snr+30db_tone700.wav,1,30,30,29.972614,700,8000,5.0,AWGN,42,1,5,1
msg001_wpm30_snr+20db,CQ DX CQ DX DE VA3FMU K,-.-. --.- / -.. -..- / -.-. --.- / -.. -..- / -.. . / ...- .- ...-- ..-. -- ..- / -.-,msg001_wpm30_clean.npy,msg001_wpm30_snr+20db_tone700.npy,msg001_wpm30_snr+20db_tone700.wav,1,30,20,19.977558,700,8000,5.0,AWGN,42,1,5,2
msg001_wpm30_snr+10db,CQ DX CQ DX DE VA3FMU K,-.-. --.- / -.. -..- / -.-. --.- / -.. -..- / -.. . / ...- .- ...-- ..-. -- ..- / -.-,msg001_wpm30_clean.npy,msg001_wpm30_snr+10db_tone700.npy,msg001_wpm30_snr+10db_tone700.wav,1,30,10,10.054313,700,8000,5.0,AWGN,42,1,5,3
msg001_wpm30_snr+05db,CQ DX CQ DX DE VA3FMU K,-.-. --.- / -.. -..- / -.-. --.- / -.. -..- / -.. . / ...- .- ...-- ..-. -- ..- / -.-,msg001_wpm30_clean.npy,msg001_wpm30_snr+05db_tone700.npy,msg001_wpm30_snr+05db_tone700.wav,1,30,5,5.0208855,700,8000,5.0,AWGN,42,1,5,4
msg001_wpm30_snr+00db,CQ DX CQ DX DE VA3FMU K,-.-. --.- / -.. -..- / -.-. --.- / -.. -..- / -.. . / ...- .- ...-- ..-. -- ..- / -.-,msg001_wpm30_clean.npy,msg001_wpm30_snr+00db_tone700.npy,msg001_wpm30_snr+00db_tone700.wav,1,30,0,-0.01663248,700,8000,5.0,AWGN,42,1,5,5
msg001_wpm30_snr-05db,CQ DX CQ DX DE VA3FMU K,-.-. --.- / -.. -..- / -.-. --.- / -.. -..- / -.. . / ...- .- ...-- ..-. -- ..- / -.-,msg001_wpm30_clean.npy,msg001_wpm30_snr-05db_tone700.npy,msg001_wpm30_snr-05db_tone700.wav,1,30,-5,-5.0323324,700,8000,5.0,AWGN,42,1,5,6
msg001_wpm30_snr-10db,CQ DX CQ DX DE VA3FMU K,-.-. --.- / -.. -..- / -.-. --.- / -.. -..- / -.. . / ...- .- ...-- ..-. -- ..- / -.-,msg001_wpm30_clean.npy,msg001_wpm30_snr-10db_tone700.npy,msg001_wpm30_snr-10db_tone700.wav,1,30,-10,-9.926213,700,8000,5.0,AWGN,42,1,5,7
msg002_wpm05_snr+40db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm05_clean.npy,msg002_wpm05_snr+40db_tone700.npy,msg002_wpm05_snr+40db_tone700.wav,2,5,40,40.00584,700,8000,5.0,AWGN,42,2,0,0
msg002_wpm05_snr+30db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm05_clean.npy,msg002_wpm05_snr+30db_tone700.npy,msg002_wpm05_snr+30db_tone700.wav,2,5,30,30.011452,700,8000,5.0,AWGN,42,2,0,1
msg002_wpm05_snr+20db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm05_clean.npy,msg002_wpm05_snr+20db_tone700.npy,msg002_wpm05_snr+20db_tone700.wav,2,5,20,19.992851,700,8000,5.0,AWGN,42,2,0,2
msg002_wpm05_snr+10db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm05_clean.npy,msg002_wpm05_snr+10db_tone700.npy,msg002_wpm05_snr+10db_tone700.wav,2,5,10,10.017886,700,8000,5.0,AWGN,42,2,0,3
msg002_wpm05_snr+05db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm05_clean.npy,msg002_wpm05_snr+05db_tone700.npy,msg002_wpm05_snr+05db_tone700.wav,2,5,5,5.0146303,700,8000,5.0,AWGN,42,2,0,4
msg002_wpm05_snr+00db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm05_clean.npy,msg002_wpm05_snr+00db_tone700.npy,msg002_wpm05_snr+00db_tone700.wav,2,5,0,-0.022940572,700,8000,5.0,AWGN,42,2,0,5
msg002_wpm05_snr-05db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm05_clean.npy,msg002_wpm05_snr-05db_tone700.npy,msg002_wpm05_snr-05db_tone700.wav,2,5,-5,-4.984621,700,8000,5.0,AWGN,42,2,0,6
msg002_wpm05_snr-10db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm05_clean.npy,msg002_wpm05_snr-10db_tone700.npy,msg002_wpm05_snr-10db_tone700.wav,2,5,-10,-9.99529,700,8000,5.0,AWGN,42,2,0,7
msg002_wpm10_snr+40db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm10_clean.npy,msg002_wpm10_snr+40db_tone700.npy,msg002_wpm10_snr+40db_tone700.wav,2,10,40,39.9978,700,8000,5.0,AWGN,42,2,1,0
msg002_wpm10_snr+30db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm10_clean.npy,msg002_wpm10_snr+30db_tone700.npy,msg002_wpm10_snr+30db_tone700.wav,2,10,30,29.990154,700,8000,5.0,AWGN,42,2,1,1
msg002_wpm10_snr+20db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm10_clean.npy,msg002_wpm10_snr+20db_tone700.npy,msg002_wpm10_snr+20db_tone700.wav,2,10,20,19.989025,700,8000,5.0,AWGN,42,2,1,2
msg002_wpm10_snr+10db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm10_clean.npy,msg002_wpm10_snr+10db_tone700.npy,msg002_wpm10_snr+10db_tone700.wav,2,10,10,9.943674,700,8000,5.0,AWGN,42,2,1,3
msg002_wpm10_snr+05db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm10_clean.npy,msg002_wpm10_snr+05db_tone700.npy,msg002_wpm10_snr+05db_tone700.wav,2,10,5,4.977538,700,8000,5.0,AWGN,42,2,1,4
msg002_wpm10_snr+00db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm10_clean.npy,msg002_wpm10_snr+00db_tone700.npy,msg002_wpm10_snr+00db_tone700.wav,2,10,0,-0.0030385223,700,8000,5.0,AWGN,42,2,1,5
msg002_wpm10_snr-05db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm10_clean.npy,msg002_wpm10_snr-05db_tone700.npy,msg002_wpm10_snr-05db_tone700.wav,2,10,-5,-4.972804,700,8000,5.0,AWGN,42,2,1,6
msg002_wpm10_snr-10db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm10_clean.npy,msg002_wpm10_snr-10db_tone700.npy,msg002_wpm10_snr-10db_tone700.wav,2,10,-10,-9.999925,700,8000,5.0,AWGN,42,2,1,7
msg002_wpm15_snr+40db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm15_clean.npy,msg002_wpm15_snr+40db_tone700.npy,msg002_wpm15_snr+40db_tone700.wav,2,15,40,39.98228,700,8000,5.0,AWGN,42,2,2,0
msg002_wpm15_snr+30db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm15_clean.npy,msg002_wpm15_snr+30db_tone700.npy,msg002_wpm15_snr+30db_tone700.wav,2,15,30,29.995422,700,8000,5.0,AWGN,42,2,2,1
msg002_wpm15_snr+20db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm15_clean.npy,msg002_wpm15_snr+20db_tone700.npy,msg002_wpm15_snr+20db_tone700.wav,2,15,20,20.02213,700,8000,5.0,AWGN,42,2,2,2
msg002_wpm15_snr+10db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm15_clean.npy,msg002_wpm15_snr+10db_tone700.npy,msg002_wpm15_snr+10db_tone700.wav,2,15,10,10.033087,700,8000,5.0,AWGN,42,2,2,3
msg002_wpm15_snr+05db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm15_clean.npy,msg002_wpm15_snr+05db_tone700.npy,msg002_wpm15_snr+05db_tone700.wav,2,15,5,5.008566,700,8000,5.0,AWGN,42,2,2,4
msg002_wpm15_snr+00db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm15_clean.npy,msg002_wpm15_snr+00db_tone700.npy,msg002_wpm15_snr+00db_tone700.wav,2,15,0,0.0143873785,700,8000,5.0,AWGN,42,2,2,5
msg002_wpm15_snr-05db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm15_clean.npy,msg002_wpm15_snr-05db_tone700.npy,msg002_wpm15_snr-05db_tone700.wav,2,15,-5,-4.9902706,700,8000,5.0,AWGN,42,2,2,6
msg002_wpm15_snr-10db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm15_clean.npy,msg002_wpm15_snr-10db_tone700.npy,msg002_wpm15_snr-10db_tone700.wav,2,15,-10,-10.003807,700,8000,5.0,AWGN,42,2,2,7
msg002_wpm20_snr+40db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm20_clean.npy,msg002_wpm20_snr+40db_tone700.npy,msg002_wpm20_snr+40db_tone700.wav,2,20,40,39.97606,700,8000,5.0,AWGN,42,2,3,0
msg002_wpm20_snr+30db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm20_clean.npy,msg002_wpm20_snr+30db_tone700.npy,msg002_wpm20_snr+30db_tone700.wav,2,20,30,29.984661,700,8000,5.0,AWGN,42,2,3,1
msg002_wpm20_snr+20db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm20_clean.npy,msg002_wpm20_snr+20db_tone700.npy,msg002_wpm20_snr+20db_tone700.wav,2,20,20,19.981852,700,8000,5.0,AWGN,42,2,3,2
msg002_wpm20_snr+10db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm20_clean.npy,msg002_wpm20_snr+10db_tone700.npy,msg002_wpm20_snr+10db_tone700.wav,2,20,10,10.033036,700,8000,5.0,AWGN,42,2,3,3
msg002_wpm20_snr+05db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm20_clean.npy,msg002_wpm20_snr+05db_tone700.npy,msg002_wpm20_snr+05db_tone700.wav,2,20,5,4.962247,700,8000,5.0,AWGN,42,2,3,4
msg002_wpm20_snr+00db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm20_clean.npy,msg002_wpm20_snr+00db_tone700.npy,msg002_wpm20_snr+00db_tone700.wav,2,20,0,0.01451483,700,8000,5.0,AWGN,42,2,3,5
msg002_wpm20_snr-05db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm20_clean.npy,msg002_wpm20_snr-05db_tone700.npy,msg002_wpm20_snr-05db_tone700.wav,2,20,-5,-4.9688015,700,8000,5.0,AWGN,42,2,3,6
msg002_wpm20_snr-10db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm20_clean.npy,msg002_wpm20_snr-10db_tone700.npy,msg002_wpm20_snr-10db_tone700.wav,2,20,-10,-9.977221,700,8000,5.0,AWGN,42,2,3,7
msg002_wpm25_snr+40db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm25_clean.npy,msg002_wpm25_snr+40db_tone700.npy,msg002_wpm25_snr+40db_tone700.wav,2,25,40,40.049824,700,8000,5.0,AWGN,42,2,4,0
msg002_wpm25_snr+30db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm25_clean.npy,msg002_wpm25_snr+30db_tone700.npy,msg002_wpm25_snr+30db_tone700.wav,2,25,30,30.036661,700,8000,5.0,AWGN,42,2,4,1
msg002_wpm25_snr+20db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm25_clean.npy,msg002_wpm25_snr+20db_tone700.npy,msg002_wpm25_snr+20db_tone700.wav,2,25,20,19.95608,700,8000,5.0,AWGN,42,2,4,2
msg002_wpm25_snr+10db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm25_clean.npy,msg002_wpm25_snr+10db_tone700.npy,msg002_wpm25_snr+10db_tone700.wav,2,25,10,9.926919,700,8000,5.0,AWGN,42,2,4,3
msg002_wpm25_snr+05db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm25_clean.npy,msg002_wpm25_snr+05db_tone700.npy,msg002_wpm25_snr+05db_tone700.wav,2,25,5,5.016169,700,8000,5.0,AWGN,42,2,4,4
msg002_wpm25_snr+00db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm25_clean.npy,msg002_wpm25_snr+00db_tone700.npy,msg002_wpm25_snr+00db_tone700.wav,2,25,0,-0.028431525,700,8000,5.0,AWGN,42,2,4,5
msg002_wpm25_snr-05db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm25_clean.npy,msg002_wpm25_snr-05db_tone700.npy,msg002_wpm25_snr-05db_tone700.wav,2,25,-5,-4.953638,700,8000,5.0,AWGN,42,2,4,6
msg002_wpm25_snr-10db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm25_clean.npy,msg002_wpm25_snr-10db_tone700.npy,msg002_wpm25_snr-10db_tone700.wav,2,25,-10,-9.940905,700,8000,5.0,AWGN,42,2,4,7
msg002_wpm30_snr+40db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm30_clean.npy,msg002_wpm30_snr+40db_tone700.npy,msg002_wpm30_snr+40db_tone700.wav,2,30,40,39.977463,700,8000,5.0,AWGN,42,2,5,0
msg002_wpm30_snr+30db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm30_clean.npy,msg002_wpm30_snr+30db_tone700.npy,msg002_wpm30_snr+30db_tone700.wav,2,30,30,29.981766,700,8000,5.0,AWGN,42,2,5,1
msg002_wpm30_snr+20db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm30_clean.npy,msg002_wpm30_snr+20db_tone700.npy,msg002_wpm30_snr+20db_tone700.wav,2,30,20,19.992619,700,8000,5.0,AWGN,42,2,5,2
msg002_wpm30_snr+10db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm30_clean.npy,msg002_wpm30_snr+10db_tone700.npy,msg002_wpm30_snr+10db_tone700.wav,2,30,10,9.989511,700,8000,5.0,AWGN,42,2,5,3
msg002_wpm30_snr+05db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm30_clean.npy,msg002_wpm30_snr+05db_tone700.npy,msg002_wpm30_snr+05db_tone700.wav,2,30,5,5.041403,700,8000,5.0,AWGN,42,2,5,4
msg002_wpm30_snr+00db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm30_clean.npy,msg002_wpm30_snr+00db_tone700.npy,msg002_wpm30_snr+00db_tone700.wav,2,30,0,-0.01607565,700,8000,5.0,AWGN,42,2,5,5
msg002_wpm30_snr-05db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm30_clean.npy,msg002_wpm30_snr-05db_tone700.npy,msg002_wpm30_snr-05db_tone700.wav,2,30,-5,-5.0074,700,8000,5.0,AWGN,42,2,5,6
msg002_wpm30_snr-10db,CQ TEST DE VA3FMU VA3FMU,-.-. --.- / - . ... - / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..-,msg002_wpm30_clean.npy,msg002_wpm30_snr-10db_tone700.npy,msg002_wpm30_snr-10db_tone700.wav,2,30,-10,-10.057676,700,8000,5.0,AWGN,42,2,5,7
msg003_wpm05_snr+40db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm05_clean.npy,msg003_wpm05_snr+40db_tone700.npy,msg003_wpm05_snr+40db_tone700.wav,3,5,40,40.018677,700,8000,5.0,AWGN,42,3,0,0
msg003_wpm05_snr+30db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm05_clean.npy,msg003_wpm05_snr+30db_tone700.npy,msg003_wpm05_snr+30db_tone700.wav,3,5,30,30.003283,700,8000,5.0,AWGN,42,3,0,1
msg003_wpm05_snr+20db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm05_clean.npy,msg003_wpm05_snr+20db_tone700.npy,msg003_wpm05_snr+20db_tone700.wav,3,5,20,19.977839,700,8000,5.0,AWGN,42,3,0,2
msg003_wpm05_snr+10db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm05_clean.npy,msg003_wpm05_snr+10db_tone700.npy,msg003_wpm05_snr+10db_tone700.wav,3,5,10,9.975881,700,8000,5.0,AWGN,42,3,0,3
msg003_wpm05_snr+05db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm05_clean.npy,msg003_wpm05_snr+05db_tone700.npy,msg003_wpm05_snr+05db_tone700.wav,3,5,5,4.981462,700,8000,5.0,AWGN,42,3,0,4
msg003_wpm05_snr+00db,VA3PARC DE VA3FMU VA3FMU K,...- .- ...-- .--. .- .-. -.-. / -.. . / ...- .- ...-- ..-. -- ..- / ...- .- ...-- ..-. -- ..- / -.-,msg003_wpm05_clean.npy,msg003_wpm05_snr+00db_tone700.npy,msg003_wpm05_snr+00db_tone700.wav,3,5,0,-0.009474755,700,8000,5.0,AWGN,42,3,0,5
